"date","mean_temp_filled","precipitation_filled"
19860708,17.6,1.1
19860709,14.4,0
19860710,18.4,4.8
19860711,17.2,0.3
19860712,16.8,1.6
19860713,17.6,0
19860714,20.2,0
19860715,23.2,0
19860716,23.2,0
19860717,18.6,0
19860718,15.1,0
19860719,15.8,0.1
19860720,18.4,0
19860721,17.4,13.6
19860722,17.4,0.2
19860723,13.7,4.5
19860724,15,0.2
19860725,18.2,0.2
19860726,19.6,0
19860727,17.8,0
19860728,19,4.7
19860729,18.6,0
19860730,15.4,0.2
19860731,17.8,0.3
19860801,15.6,0
19860802,18.8,0
19860803,13.6,20
19860804,15.1,1.4
19860805,15.4,0
19860806,17.8,0.3
19860807,17,0
19860808,17,0
19860809,16.9,0
19860810,19.3,1.5
19860811,18.2,0.2
19860812,17.2,0
19860813,18.2,0
19860814,19,0
19860815,17.2,0
19860816,15.6,0
19860817,16.6,0.9
19860818,15.5,5.8
19860819,15.4,0
19860820,14.6,0
19860821,14.3,2.8
19860822,16.2,2.9
19860823,14.6,2.3
19860824,15.2,0
19860825,14,25.4
19860826,14.6,1.3
19860827,13.4,1
19860828,12.6,0.7
19860829,11.8,0
19860830,13.4,0.2
19860831,13.6,0
19860901,13.4,0.1
19860902,16.2,2
19860903,14,0
19860904,12.8,0
19860905,13,0
19860906,13.2,0
19860907,14,0
19860908,12.3,0
19860909,11.2,0
19860910,10.8,0
19860911,12.3,0
19860912,12.2,0
19860913,11.4,16.8
19860914,13.4,0.1
19860915,10.2,3.8
19860916,11.2,0
19860917,10.4,0
19860918,10.8,0
19860919,11,0
19860920,12,0
19860921,13,0
19860922,13,0
19860923,14.2,0
19860924,13.2,0
19860925,13.4,0
19860926,11.4,0
19860927,13.8,0
19860928,15.6,0
19860929,14.6,0
19860930,14.1,0
19861001,14,0
19861002,15.4,0
19861003,15.4,0
19861004,14.8,0
19861005,14,0
19861006,15.6,0
19861007,16.6,0
19861008,17,0
19861009,17.2,0
19861010,15,0.4
19861011,13.3,0
19861012,11.6,0
19861013,13.4,0
19861014,14.4,21.4
19861015,13.8,0
19861016,9.8,0
19861017,10.2,1.6
19861018,11,4.9
19861019,10.5,7
19861020,11.8,0.4
19861021,10.8,18.7
19861022,12.5,2.1
19861023,7.8,0
19861024,7.3,4.3
19861025,9.7,0
19861026,9,0.2
19861027,11.4,5.2
19861028,14,2.7
19861029,8.6,0
19861030,10.8,0.7
19861031,9.4,2.8
19861101,11.2,3.4
19861102,6,0
19861103,7.4,3.6
19861104,6.8,0
19861105,7.9,0.2
19861106,8.2,0
19861107,9,4.2
19861108,8.2,0
19861109,9.4,0.3
19861110,12.8,6.2
19861111,13,0.3
19861112,8.1,0
19861113,10,3.5
19861114,11.2,13.3
19861115,9.8,0
19861116,9,1.2
19861117,7.2,4.7
19861118,9.4,7.1
19861119,11.6,5.3
19861120,6.1,7.6
19861121,7.2,0.3
19861122,7.7,2.2
19861123,7.2,0.6
19861124,9.8,0.6
19861125,12.6,1.5
19861126,8.4,0
19861127,7.8,0
19861128,6.2,0
19861129,4,0
19861130,5.8,0
19861201,8.9,0.2
19861202,11.2,0
19861203,11.6,0
19861204,12.5,0
19861205,13,7.1
19861206,5.2,0
19861207,6.6,0.7
19861208,9.2,2.6
19861209,7.4,1
19861210,3.7,0
19861211,5.2,4.1
19861212,4.8,4.7
19861213,6,0
19861214,4.8,0.1
19861215,4.4,8.4
19861216,4.4,0
19861217,6.1,3.8
19861218,7.7,1.2
19861219,4.5,0
19861220,4.1,0
19861221,1.6,1.4
19861222,2.2,0
19861223,2.8,0
19861224,4.4,5.4
19861225,4.8,3.6
19861226,3.8,0.4
19861227,3.8,0
19861228,6.4,0
19861229,9.1,2.1
19861230,10.2,3.5
19861231,8.9,10.3
19870101,9,0.6
19870102,6,0
19870103,3,0.1
19870104,4.7,5
19870105,6.8,0
19870106,4.6,0
19870107,1.5,0
19870108,-1.7,0
19870109,0.2,0
19870110,0.5,0.1
19870111,-4.4,0.6
19870112,-7.6,0.1
19870113,-6.2,3
19870114,-4.7,0.4
19870115,-2.3,0
19870116,-0.6,0
19870117,-1.4,0
19870118,-1.6,0
19870119,-1.6,0
19870120,0.1,0
19870121,3.8,0.3
19870122,5.2,0.8
19870123,6.2,0.1
19870124,5.2,0
19870125,4.3,0
19870126,4.7,0
19870127,3.4,0
19870128,3.1,0
19870129,1.5,0
19870130,-0.8,0
19870131,-0.4,0
19870201,0.2,0
19870202,1.8,0
19870203,6.2,0
19870204,7.2,0
19870205,9,0
19870206,10.2,0.2
19870207,5.6,0.1
19870208,8.1,1.7
19870209,9.4,0.2
19870210,7.6,0.3
19870211,5.2,1.8
19870212,4.3,0
19870213,3.4,11.5
19870214,3.2,0.4
19870215,2.8,0
19870216,1.2,0.1
19870217,1.6,0
19870218,1.9,0
19870219,0.5,0
19870220,0.8,0
19870221,2.2,0.1
19870222,4.2,0.5
19870223,3.1,0
19870224,2.6,0
19870225,2,0
19870226,4.9,4.9
19870227,7,7.7
19870228,11.8,2.9
19870301,9.8,3.5
19870302,8.5,0
19870303,1.6,0.6
19870304,0.2,0.3
19870305,4.1,1.5
19870306,3,2.4
19870307,2.8,4.2
19870308,2.4,0.1
19870309,2.4,0
19870310,3.4,0
19870311,3.2,0
19870312,2.6,0
19870313,1,0
19870314,2.2,0
19870315,3.8,0
19870316,5,0
19870317,8.2,1.4
19870318,5.5,0.7
19870319,3.7,0.1
19870320,3.7,0
19870321,4,0
19870322,4.4,4.8
19870323,7.2,5.8
19870324,10.1,4.8
19870325,10,0.2
19870326,7,7.1
19870327,9.4,1.7
19870328,6.5,0.5
19870329,5,0.3
19870330,5.8,0
19870331,7.8,2.7
19870401,8.4,7
19870402,7.2,0
19870403,7.1,3.6
19870404,8.5,7.5
19870405,9,0.2
19870406,10,13.1
19870407,9.6,0.6
19870408,10.2,0.4
19870409,11,0.5
19870410,7.4,2.6
19870411,8,0
19870412,7.1,0
19870413,8.3,0
19870414,9,0
19870415,9.7,0
19870416,11.6,0
19870417,14.6,0
19870418,12.1,0
19870419,14,0.3
19870420,10.8,0
19870421,9.7,0
19870422,13.4,0
19870423,13.8,0
19870424,14.8,0
19870425,15,0
19870426,15.1,0
19870427,15.6,0
19870428,15.4,0
19870429,16.4,4.1
19870430,14,0
19870501,14.6,1.6
19870502,8.8,1.9
19870503,7.2,2.2
19870504,7.2,0
19870505,10.1,0
19870506,11.8,0
19870507,12.2,0
19870508,12.1,0
19870509,15.2,0
19870510,11,0
19870511,10.6,2.5
19870512,12.6,2.8
19870513,8.9,9.9
19870514,10,5.2
19870515,9.4,0.3
19870516,9.3,0
19870517,10.8,4.7
19870518,10.6,2.2
19870519,11.9,0
19870520,9.4,0.1
19870521,10.4,0.1
19870522,9.7,5.9
19870523,9.8,2.5
19870524,13,0
19870525,12.6,0
19870526,15.8,0.3
19870527,14.9,0
19870528,13.4,0
19870529,14.2,0
19870530,16.8,11.9
19870531,16.2,0
19870601,15.4,0
19870602,13.7,3.7
19870603,14.8,0.3
19870604,15.5,13.2
19870605,11.7,6.5
19870606,14.2,0
19870607,14,2.2
19870608,12,4.2
19870609,11.2,1.9
19870610,11.3,2.8
19870611,13.8,3.6
19870612,12.4,0
19870613,13,0
19870614,13.8,0.3
19870615,12.2,0
19870616,11.7,5.5
19870617,12.6,3.6
19870618,13.4,7.3
19870619,13.8,1.7
19870620,14.4,2.8
19870621,14.9,0
19870622,13.2,3.8
19870623,15.8,0.2
19870624,15.5,1.5
19870625,14.4,4.5
19870626,16.7,0.3
19870627,17.9,0
19870628,21,0
19870629,23.2,0
19870630,20.9,0
19870701,16.1,0
19870702,16.6,0
19870703,18,0
19870704,19,0
19870705,20.4,0
19870706,21.8,0
19870707,20.8,0
19870708,17.9,0
19870709,17.6,0
19870710,21.2,0
19870711,20.6,0
19870712,17.2,0
19870713,19.5,0
19870714,20.4,6.3
19870715,19.6,6.5
19870716,16.4,5.1
19870717,14.6,4.7
19870718,15.1,15.9
19870719,15.3,12.7
19870720,17.1,0.7
19870721,14.4,3.2
19870722,15.6,0.1
19870723,14.2,0.3
19870724,15.4,0.3
19870725,14.2,0
19870726,14.5,1.4
19870727,17.4,0.4
19870728,17.4,9.2
19870729,18.7,8.8
19870730,16.6,1.7
19870731,19.8,0
19870801,17.4,4.5
19870802,17.4,0.4
19870803,16.8,0.6
19870804,14.4,0
19870805,14.2,0
19870806,14.4,0
19870807,14.4,0
19870808,14.4,0
19870809,16.4,0.9
19870810,15.3,0
19870811,14.6,1.6
19870812,16.8,0
19870813,19.2,0
19870814,18,0
19870815,19.4,0
19870816,20.9,0.1
19870817,20.2,1
19870818,19.8,0
19870819,19,0
19870820,22,0
19870821,23.5,5.3
19870822,21,24.7
19870823,17.3,0
19870824,16.2,7.1
19870825,13.2,8.8
19870826,14,2.1
19870827,13.8,0.1
19870828,16.8,0
19870829,17.6,0
19870830,17,0
19870831,16.4,0
19870901,18.1,5.7
19870902,18.7,0
19870903,18.8,1.2
19870904,15.8,1.8
19870905,16.2,2
19870906,14.8,1
19870907,15.4,0.2
19870908,14.4,0
19870909,16,1.5
19870910,17,0
19870911,16,0.5
19870912,18.8,6.5
19870913,14.8,0
19870914,15.6,0
19870915,14.4,0
19870916,16.1,0.1
19870917,19.4,1.9
19870918,18.1,0.6
19870919,14.8,5.2
19870920,18.4,0
19870921,18.6,0.1
19870922,16,0
19870923,15.2,6.6
19870924,13.5,2
19870925,11,0
19870926,9.5,0
19870927,10.1,0
19870928,11.6,0
19870929,10.4,0
19870930,12.4,0
19871001,12.4,0
19871002,14.1,0.2
19871003,15.8,10.3
19871004,16.4,0
19871005,16.3,0.2
19871006,13.6,5.3
19871007,11.6,13.8
19871008,11.2,0.3
19871009,10.4,53.1
19871010,9.4,12.5
19871011,9.3,0
19871012,10.5,1.8
19871013,11.1,1
19871014,9,10.4
19871015,13.1,17.3
19871016,11.5,6.3
19871017,11.8,0.1
19871018,13.5,1.4
19871019,14.7,1.2
19871020,12.8,35.5
19871021,12.8,0.4
19871022,10.6,0
19871023,6.8,0
19871024,8.5,0
19871025,7.2,0
19871026,8.2,2.4
19871027,12.4,0.2
19871028,9.2,0
19871029,6.9,0
19871030,8.7,0.2
19871031,11.2,0.9
19871101,11,0
19871102,5.8,0
19871103,8,0
19871104,10,0
19871105,10.1,0
19871106,6,0
19871107,6.5,0
19871108,6.8,8.8
19871109,6.9,0.2
19871110,8.6,1.9
19871111,8.6,15.2
19871112,7.4,0
19871113,7,0.5
19871114,6,2.2
19871115,8.3,0.4
19871116,10.6,0
19871117,9.3,0
19871118,9.4,1.5
19871119,10.4,9
19871120,7.7,0
19871121,5.8,0.5
19871122,7.1,2.9
19871123,4.8,0.2
19871124,6.1,0
19871125,6.6,0
19871126,6,0
19871127,4,0
19871128,1.2,0
19871129,0.3,0
19871130,2,0
19871201,5.3,0.4
19871202,5.2,0
19871203,3.8,0
19871204,4.7,0
19871205,5.9,0
19871206,6.2,0
19871207,5,0
19871208,1.9,0.2
19871209,1.8,0
19871210,1.8,0
19871211,0.6,0
19871212,2,0
19871213,3.5,0
19871214,1.5,0
19871215,6,7.4
19871216,6.7,0.9
19871217,12.1,0.4
19871218,12.1,0
19871219,8,0
19871220,9.6,0
19871221,10.2,0
19871222,7,0
19871223,3.6,0
19871224,6.2,0.1
19871225,7.8,0
19871226,8.2,0
19871227,11.2,0
19871228,12.1,0
19871229,12.4,1.2
19871230,10,3.8
19871231,9.8,0
19880101,9.6,1.2
19880102,10.4,3.3
19880103,7.9,3
19880104,8.6,8.6
19880105,8.4,2
19880106,8,0.2
19880107,4.3,0
19880108,4.9,0.6
19880109,8.6,0.6
19880110,8,0
19880111,4.4,0
19880112,5.6,2.4
19880113,6.7,3
19880114,6.6,2.8
19880115,3.3,0
19880116,1.5,0
19880117,2.3,0
19880118,3.6,0
19880119,7.7,0.5
19880120,6.2,1.6
19880121,2.3,12.4
19880122,2.8,0.2
19880123,4.6,5.6
19880124,6.6,11.1
19880125,6.7,1.3
19880126,6.6,0
19880127,5.4,10
19880128,6.3,10.4
19880129,5.8,14.9
19880130,5.3,0
19880131,5.4,11.2
19880201,6.4,1.7
19880202,6.5,3.5
19880203,5.6,4.1
19880204,5.1,0.4
19880205,6.3,0
19880206,4.3,0
19880207,2.8,3.6
19880208,5.4,3.1
19880209,4.4,2.3
19880210,4.2,1.7
19880211,4.4,0
19880212,3,0
19880213,4,1.6
19880214,9.5,0
19880215,8.8,0
19880216,5.6,0
19880217,4.8,0
19880218,6,0
19880219,8.8,0
19880220,7.8,0
19880221,8.1,0
19880222,5.6,0
19880223,4.6,0
19880224,3.7,1.5
19880225,2.8,0.7
19880226,1.8,0
19880227,3.4,0.4
19880228,6.2,1.4
19880229,2.6,0
19880301,2.6,0
19880302,1.6,0.5
19880303,4.7,3.9
19880304,2.4,0
19880305,1.8,0
19880306,5,2.1
19880307,6.8,0
19880308,6.3,0
19880309,8,2.1
19880310,7.6,0
19880311,6.6,0
19880312,9.2,0
19880313,8.1,3.4
19880314,8.4,4.7
19880315,8.6,6.2
19880316,8.2,0.1
19880317,6.8,0.9
19880318,7.4,5.9
19880319,8.8,1.7
19880320,9.9,9.5
19880321,11,0.6
19880322,8.2,1.4
19880323,9,0
19880324,10.4,7.3
19880325,9.6,0.2
19880326,8.3,0
19880327,8.7,0
19880328,6.5,0.6
19880329,7.2,8.4
19880330,7.5,0
19880331,7.4,0
19880401,6.1,0
19880402,9.8,0
19880403,9.2,0
19880404,8.4,0
19880405,7,0
19880406,9.2,0
19880407,8.6,0
19880408,9,4.9
19880409,3.8,0.3
19880410,5.4,0
19880411,8.8,0
19880412,10.2,0
19880413,6.8,0
19880414,6.4,0
19880415,10,2.9
19880416,12.8,2.7
19880417,13.9,0
19880418,14.2,4.8
19880419,14,4.6
19880420,13.3,0
19880421,11.9,0
19880422,10.2,0
19880423,7.4,0
19880424,6.6,0
19880425,6.7,0
19880426,8.8,1
19880427,9.8,0
19880428,9,0.4
19880429,9.4,1.9
19880430,12.2,4.2
19880501,12.8,1.5
19880502,12.4,0.7
19880503,11.4,1.5
19880504,13,1.1
19880505,11.8,0
19880506,13.4,0
19880507,14.3,18.8
19880508,18.2,0.8
19880509,12.8,0
19880510,13.8,0
19880511,10.8,5.3
19880512,14.6,0
19880513,15.5,0
19880514,16.8,0
19880515,17.2,0
19880516,16.2,0
19880517,14,1.1
19880518,9.4,0
19880519,10.2,0
19880520,9.6,0
19880521,12.4,0
19880522,13,0
19880523,13.3,0.5
19880524,14.1,0
19880525,16.4,0
19880526,14.8,0.1
19880527,13.6,0
19880528,14,1.5
19880529,13.4,0.7
19880530,12.8,8
19880531,13.9,0
19880601,13.1,0.3
19880602,14.6,0
19880603,12.8,8.8
19880604,12.4,8.3
19880605,11.6,0
19880606,13.6,0
19880607,13.1,1.8
19880608,13.6,9.4
19880609,12.8,0.2
19880610,12.8,0
19880611,13.3,0
19880612,15,0
19880613,17.4,0
19880614,16.6,0
19880615,16,0
19880616,16.4,0
19880617,13.9,0.1
19880618,15.4,0
19880619,18.4,0
19880620,18.3,2
19880621,18.5,0
19880622,17.4,0
19880623,17.6,0
19880624,16.9,0
19880625,19,0.1
19880626,17.8,0
19880627,14.4,4.9
19880628,14.8,2.4
19880629,17.8,0
19880630,19.5,6
19880701,17.5,0.8
19880702,14.8,2.8
19880703,12.6,13.5
19880704,14.9,5.9
19880705,16.8,8.2
19880706,15.6,1.4
19880707,15.8,0
19880708,15.8,0
19880709,14.8,0
19880710,16.6,2.7
19880711,16.2,1.5
19880712,15.4,5.6
19880713,16,4
19880714,13.8,0.5
19880715,16.6,0
19880716,13.6,10.5
19880717,17.2,0.2
19880718,17.8,0
19880719,15.2,0.2
19880720,18.2,0.2
19880721,18.8,5.5
19880722,18.6,8.4
19880723,18.7,0.1
19880724,16.2,0
19880725,17.1,0.4
19880726,16.6,0.2
19880727,15.8,0.2
19880728,15.5,0
19880729,14.6,0.7
19880730,14.8,1.1
19880731,16,1.6
19880801,15.4,0
19880802,15.4,7.3
19880803,15,0
19880804,16,0
19880805,18.5,0
19880806,19.4,0
19880807,21.8,0
19880808,20.2,0.2
19880809,19.9,0
19880810,16.3,0
19880811,16,0.5
19880812,18.2,0
19880813,15.6,0
19880814,18.6,0.1
19880815,16.6,0
19880816,17.8,0
19880817,19.8,0
19880818,19.6,4.6
19880819,18.6,2.2
19880820,17,1.5
19880821,15,0.5
19880822,15,0
19880823,15.4,1.1
19880824,17.4,1.1
19880825,14,0
19880826,14.8,0
19880827,18.4,0
19880828,16.8,0.5
19880829,14.6,0
19880830,16,13.1
19880831,16.9,28.2
19880901,15.6,4.1
19880902,14.2,2.7
19880903,15.1,0
19880904,14.6,0.5
19880905,16.9,0
19880906,17.1,0
19880907,19.4,0
19880908,20.2,0
19880909,18.3,0
19880910,16.9,0
19880911,15.8,0.1
19880912,13.3,0.4
19880913,12,0.3
19880914,12.8,0
19880915,12.8,0.3
19880916,15.2,0
19880917,15.5,0
19880918,15,0
19880919,12.1,0
19880920,10.2,0
19880921,13,0
19880922,16,3.6
19880923,13.6,0
19880924,13.5,2
19880925,17.2,0
19880926,17,1.7
19880927,16.3,9.3
19880928,14.4,2.8
19880929,11.3,0
19880930,9.5,0
19881001,9.2,0
19881002,10,0
19881003,12.6,0
19881004,13.3,2
19881005,13.1,8
19881006,12.7,3
19881007,11,0
19881008,10.6,20.2
19881009,11.4,9.6
19881010,9.4,0
19881011,8.8,2.9
19881012,12.2,2.3
19881013,11.1,0
19881014,12.9,0
19881015,12.9,0
19881016,14,0
19881017,13.8,0.3
19881018,15.8,0.8
19881019,16,2.1
19881020,14,0.1
19881021,11.2,0.1
19881022,12.3,0
19881023,13.6,0.5
19881024,13.5,4.4
19881025,14.3,0
19881026,15.4,0
19881027,15,0
19881028,12.2,0
19881029,7.4,0
19881030,5.8,0
19881031,5.7,0
19881101,5.4,0
19881102,5.7,0
19881103,4.9,0
19881104,3.4,0
19881105,3.6,0
19881106,4.8,0
19881107,5.4,0
19881108,8.4,1.7
19881109,10.8,0
19881110,14.4,0
19881111,11,0.3
19881112,10.6,0
19881113,6.9,0
19881114,6.1,0
19881115,3.4,0
19881116,6.8,0
19881117,9.6,0.2
19881118,9.8,0.2
19881119,3.8,2.2
19881120,3.2,0.5
19881121,2.2,0
19881122,0.8,0.1
19881123,2.2,0
19881124,1.8,0
19881125,0.8,0
19881126,2.7,0
19881127,3,0.3
19881128,5.6,0.7
19881129,9.2,9.7
19881130,10.2,0.1
19881201,4.1,0
19881202,3.2,0.1
19881203,5.4,5.4
19881204,6.3,0.6
19881205,6.7,0.1
19881206,5.6,0
19881207,3.4,0
19881208,5.9,0
19881209,9.8,0
19881210,9.9,0
19881211,9.5,0.2
19881212,9.1,0
19881213,5.5,0
19881214,7.6,0
19881215,8,0
19881216,7,0
19881217,4.4,0
19881218,7,0
19881219,8.4,0.5
19881220,6.2,0
19881221,7.8,0
19881222,10.8,0
19881223,11.4,0
19881224,11,0
19881225,9,0.1
19881226,11.9,1.9
19881227,8.9,0
19881228,10,0
19881229,7.9,0
19881230,7.4,0
19881231,7.2,0
19890101,7.4,0
19890102,7.1,0
19890103,6.2,0.4
19890104,8,0
19890105,6.2,3.7
19890106,6.8,0
19890107,9.8,0
19890108,9,0
19890109,10,0.2
19890110,6.6,0
19890111,4,0.2
19890112,5.1,5
19890113,6.8,3.8
19890114,7,0
19890115,8.4,0
19890116,9,1.5
19890117,8.8,0.3
19890118,3,0
19890119,0,0.2
19890120,3,4.4
19890121,6.6,2.1
19890122,5,0
19890123,6.4,0
19890124,7.2,0
19890125,4.2,0
19890126,6.6,0
19890127,8,0
19890128,8.4,4
19890129,2.9,0.2
19890130,3.4,0
19890131,4.7,0
19890201,3.1,0
19890202,2.4,0
19890203,5.7,0
19890204,6.6,0.5
19890205,10.2,0
19890206,11.8,0
19890207,10.5,0
19890208,8.3,0
19890209,7.1,0
19890210,6.6,0
19890211,4.5,0.1
19890212,6,0
19890213,5.6,2.4
19890214,6.6,0
19890215,8.2,1.5
19890216,3.3,6.1
19890217,6,5.1
19890218,8.6,0.2
19890219,11.8,0.5
19890220,8,0
19890221,5.5,0.5
19890222,6.6,2.4
19890223,4.3,1.8
19890224,4.1,2.5
19890225,3.8,9.2
19890226,4.6,6.3
19890227,5.1,1.1
19890228,4.9,0
19890301,6,1.1
19890302,7.2,5.5
19890303,8.3,0.3
19890304,8.2,0.5
19890305,11.6,0
19890306,13.2,0.4
19890307,8.4,0
19890308,4.9,0.2
19890309,7.6,1
19890310,10.3,2.6
19890311,9.2,0
19890312,6.1,0.5
19890313,8.7,0
19890314,7.4,8
19890315,9.1,6.2
19890316,6.2,10
19890317,5.6,0
19890318,3.4,0.7
19890319,8.7,4
19890320,7.4,11
19890321,6.2,2.8
19890322,8.9,0.5
19890323,6,1.3
19890324,10.2,0
19890325,6.6,0
19890326,11.7,0
19890327,13.2,0
19890328,13.4,0
19890329,11.4,0
19890330,12,0
19890331,12,0
19890401,11.4,4.5
19890402,9.6,1.1
19890403,6,0
19890404,4.2,10.9
19890405,2.6,11.5
19890406,4.2,2.2
19890407,7.4,0.4
19890408,6.8,0
19890409,7.8,0.5
19890410,11.2,1.8
19890411,10.1,8.2
19890412,9.3,0.2
19890413,10.5,0
19890414,9.8,0
19890415,8.4,0
19890416,10.2,2.2
19890417,7.8,0.1
19890418,8.5,0
19890419,7,0
19890420,8.8,1.1
19890421,7.8,0.2
19890422,7.5,0
19890423,10.2,0
19890424,5.2,9.5
19890425,5,0.1
19890426,5.6,6.3
19890427,6.9,2.6
19890428,7.9,0.2
19890429,8.4,0.1
19890430,10.6,0.5
19890501,12.8,0
19890502,15.2,0
19890503,15.6,0
19890504,16.5,0
19890505,17.5,0
19890506,13.4,0
19890507,12.3,0
19890508,14.4,0
19890509,14.2,0
19890510,12.8,0
19890511,14.4,0.4
19890512,10.4,1.2
19890513,11.1,0
19890514,13.8,0
19890515,14.6,0
19890516,15.4,0
19890517,16.4,0
19890518,17.8,0
19890519,18.3,0
19890520,18.6,0
19890521,20.2,0
19890522,20.6,0
19890523,22.6,0
19890524,22.8,10.5
19890525,16,0
19890526,15.1,0
19890527,13.3,0
19890528,14.2,0
19890529,16.8,0
19890530,13.2,0
19890531,10.4,0
19890601,10.8,0
19890602,10.6,0
19890603,10.4,0
19890604,10.8,0
19890605,11.4,2.5
19890606,10.8,12.8
19890607,13,0.1
19890608,12.2,2
19890609,14.2,0.1
19890610,17.1,0
19890611,17.3,0
19890612,21.8,0
19890613,21.6,0
19890614,21.4,0
19890615,21.6,0
19890616,20.8,0
19890617,21,0
19890618,19.8,0
19890619,21.2,0
19890620,22.4,0
19890621,18.7,0
19890622,16.5,0
19890623,18.6,0
19890624,19,0
19890625,19.4,0
19890626,18.2,9.9
19890627,16.6,1.9
19890628,13.8,3.6
19890629,15.4,2.4
19890630,15.8,0.2
19890701,18.4,0.1
19890702,15.4,0
19890703,17.5,0
19890704,18.6,0
19890705,21.3,0
19890706,23.9,18
19890707,19.6,1.6
19890708,20.2,5.4
19890709,16.7,0
19890710,19,0
19890711,21.2,0
19890712,18.6,0
19890713,18.8,0
19890714,17,0
19890715,19.8,0
19890716,20.2,0
19890717,21.2,0
19890718,19.7,0
19890719,20.2,0
19890720,22.4,0
19890721,24.7,0.3
19890722,27,1.4
19890723,25.6,0
19890724,24.7,0
19890725,23.4,0
19890726,22.2,0
19890727,19.6,0
19890728,19.8,0
19890729,20.4,5.1
19890730,17.6,4.5
19890731,15.4,0.3
19890801,15.3,0
19890802,16.7,0
19890803,19.6,0
19890804,18.2,0
19890805,19.4,0
19890806,21.9,0
19890807,20.9,0
19890808,20.7,0
19890809,21,20.6
19890810,18.4,18.1
19890811,19.4,0
19890812,19.6,0
19890813,17.6,3.1
19890814,19.5,1.8
19890815,20.1,0
19890816,20.2,0
19890817,17.6,0.3
19890818,16.6,0
19890819,19,0
19890820,21,0
19890821,20.8,0
19890822,17.9,0
19890823,17.4,0
19890824,19,0
19890825,18.6,5.8
19890826,18.7,5.7
19890827,16.1,0
19890828,14.3,0
19890829,14.9,0
19890830,20.4,0.3
19890831,16,0
19890901,15.2,0
19890902,14.8,0
19890903,13.2,0
19890904,16.6,0
19890905,17.7,0
19890906,18.4,0
19890907,19.8,0
19890908,19.3,0.7
19890909,15.3,0.8
19890910,16.6,0
19890911,17.8,0
19890912,18.3,3.5
19890913,16.6,0
19890914,12.6,3.2
19890915,16.6,1.2
19890916,18.9,0.6
19890917,19.3,0
19890918,18.8,0.2
19890919,17.8,0
19890920,17,0
19890921,19.4,0.1
19890922,18.2,0
19890923,14.6,0
19890924,17.6,0
19890925,16.6,0
19890926,15.9,0.4
19890927,16.6,0
19890928,14.2,0
19890929,13,0
19890930,13.2,0.1
19891001,13.9,0
19891002,14.2,0
19891003,10.7,0
19891004,15.3,0
19891005,13.7,4.2
19891006,10.6,0
19891007,12.3,1.7
19891008,12,0
19891009,11,0.2
19891010,12.8,0.1
19891011,13.9,0.4
19891012,15.6,0
19891013,14.3,0.1
19891014,11.8,0
19891015,10.9,0
19891016,13.4,0
19891017,13.8,0
19891018,12,0.2
19891019,15.6,12.7
19891020,14,12.1
19891021,15.2,1
19891022,15.4,2.3
19891023,14.6,0.6
19891024,11.4,0
19891025,14.2,0.6
19891026,12.8,4.1
19891027,15.2,2.9
19891028,14,1.8
19891029,13.3,3.4
19891030,13,4.4
19891031,14.6,0
19891101,11.1,0.3
19891102,11.8,9.2
19891103,9.7,1.5
19891104,9.4,0
19891105,6.4,0.2
19891106,5.9,0
19891107,7.8,4
19891108,11.4,1.7
19891109,7.6,5.3
19891110,10.2,1.3
19891111,13.6,0
19891112,11.5,0.1
19891113,6.8,0.1
19891114,7.8,0
19891115,8.9,0
19891116,7.4,0
19891117,5.7,0
19891118,8.6,0
19891119,9.4,0
19891120,9.4,0
19891121,8,0
19891122,8.2,0
19891123,5,0
19891124,2.4,0
19891125,2.7,0
19891126,0.5,0.1
19891127,2.1,0
19891128,1.4,0
19891129,4.4,0
19891130,3.6,0
19891201,1.2,0.1
19891202,2.8,0
19891203,3.2,0
19891204,4.2,0
19891205,6.8,0
19891206,6.5,0
19891207,6.4,0
19891208,6.3,0
19891209,4,0
19891210,3.9,0
19891211,5.5,4.8
19891212,5.6,6.7
19891213,7.6,26.7
19891214,9.6,2.3
19891215,9.4,19.7
19891216,9.9,6.4
19891217,11.1,3.8
19891218,8.8,7.6
19891219,7.6,8.7
19891220,9.4,19.6
19891221,12.2,1.2
19891222,8,0.1
19891223,7.6,6.2
19891224,8.8,3.8
19891225,10.2,1.5
19891226,7.2,0
19891227,6.4,0
19891228,6.5,0
19891229,5,0
19891230,4.4,0
19891231,3.8,0.1
19900101,4.5,1.5
19900102,5.2,0
19900103,4,0
19900104,5.3,0
19900105,6.6,0.5
19900106,9.3,12.2
19900107,6.8,1
19900108,7.1,0
19900109,6.8,0.1
19900110,9.8,0
19900111,10.5,0
19900112,7.2,3.9
19900113,4.3,0.1
19900114,5.1,0.6
19900115,8.8,0
19900116,11,1.2
19900117,8.4,0
19900118,5,0
19900119,6.4,0.3
19900120,7.4,0
19900121,9,3.1
19900122,11.5,4
19900123,9.8,4.1
19900124,7.8,3.7
19900125,8,4.8
19900126,5.2,0
19900127,5.8,6.5
19900128,6.2,1.3
19900129,6.4,8.4
19900130,8.8,10.5
19900131,8.5,3.3
19900201,7.9,9.9
19900202,7.7,8.9
19900203,7.4,15.9
19900204,6.8,0
19900205,11,0
19900206,9.6,13.9
19900207,11.4,7.1
19900208,8.4,0
19900209,7.8,0
19900210,8.9,4
19900211,5.6,8.1
19900212,5.4,0
19900213,6.2,5
19900214,5.6,7.5
19900215,6.2,0
